Detail	Item Name	Date Scheduled	Requested Qty	Delivery	Ship to Customer	Ship to	Order	Line Status	Next Step	Exceptions	LPN	Shipped Qty	Backordered Qty	Details Required	Serial Number	Inventory Control	data	Deliver to	Org Code	Move Order Number	Move Order Line Number	[ ]	
L0292434			1	123494604		1495084 : RUA CAPITAO FRANCISCO DE ALMEIDA-695-MOGI DAS CRUZES-SP-08740300-BR		Loaded to Dock	Not Applicable		*						FGI X	1495084 : RUA CAPITAO FRANCISCO DE ALMEIDA-695-MOGI DAS CRUZES-SP-08740300-BR	CAT			.	
81660671	86644670	10-FEB-2026 00:00:00	1	123494604	AGCO BRASIL SOLUCOES AGR LTDA	1495084 : RUA CAPITAO FRANCISCO DE ALMEIDA-695-MOGI DAS CRUZES-SP-08740300-BR	5413456	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop			1	0		L0292434		FGI X	1495084 : RUA CAPITAO FRANCISCO DE ALMEIDA-695-MOGI DAS CRUZES-SP-08740300-BR	CAT			.	
