Detail	Item Name	Date Scheduled	Requested Qty	Delivery	Ship to Customer	Ship to	Order	Line Status	Next Step	Exceptions	LPN	Shipped Qty	Backordered Qty	Details Required	Serial Number	Inventory Control	data	Deliver to	Org Code	Move Order Number	Move Order Line Number	[ ]	
C2521806			1	124209718		72515 : VIA OESTE, ESQUINA VIA II-S/N-MONTENEGRO-RS-95780000-BR		Picked	Not Applicable		*						FGI X	72515 : VIA OESTE, ESQUINA VIA II-S/N-MONTENEGRO-RS-95780000-BR	CAT			.	
81954629	R220591	04-MAR-2026 00:00:00	8	124209718	JOHN DEERE BRASIL LTDA	72515 : VIA OESTE, ESQUINA VIA II-S/N-MONTENEGRO-RS-95780000-BR	5423076	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop	*		8	0				FGI X	72515 : VIA OESTE, ESQUINA VIA II-S/N-MONTENEGRO-RS-95780000-BR	CAT	70972713	1	.	
