Detail	Item Name	Date Scheduled	Requested Qty	Delivery	Ship to Customer	Ship to	Order	Line Status	Next Step	Exceptions	LPN	Shipped Qty	Backordered Qty	Details Required	Serial Number	Inventory Control	data	Deliver to	Org Code	Move Order Number	Move Order Line Number	[ ]	
81653449	87525500	10-FEB-2026 00:00:00	25	123495775	AGCO BRASIL SOLUCOES AGR LTDA	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	5434424	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop			25	0				FGI X	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	CAT	70729384	1	.	
81662144	87525500	10-FEB-2026 00:00:00	6	123495775	AGCO BRASIL SOLUCOES AGR LTDA	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	5434424	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop			6	0				FGI X	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	CAT	70729384	2	.	
