Detail	Item Name	Date Scheduled	Requested Qty	Delivery	Ship to Customer	Ship to	Order	Line Status	Next Step	Exceptions	LPN	Shipped Qty	Backordered Qty	Details Required	Serial Number	Inventory Control	data	Deliver to	Org Code	Move Order Number	Move Order Line Number	[ ]	
C2526821			1	124559840		1449178 : AV JUSCELINO KUBITSCHEK DE OLIVEIRA-11825-CURITIBA-PR-81170300-BR		Picked	Not Applicable		*						FGI X	1449178 : AV JUSCELINO KUBITSCHEK DE OLIVEIRA-11825-CURITIBA-PR-81170300-BR	CAT			.	
81911802	5160747	09-MAR-2026 00:00:00	19	124559840	CNH INDUSTRIAL BRASIL LTDA	1449178 : AV JUSCELINO KUBITSCHEK DE OLIVEIRA-11825-CURITIBA-PR-81170300-BR	5442637	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop			19	0				FGI X	1449178 : AV JUSCELINO KUBITSCHEK DE OLIVEIRA-11825-CURITIBA-PR-81170300-BR	CAT	71026949	1	.	
