Detail	Item Name	Date Scheduled	Requested Qty	Delivery	Ship to Customer	Ship to	Order	Line Status	Next Step	Exceptions	LPN	Shipped Qty	Backordered Qty	Details Required	Serial Number	Inventory Control	data	Deliver to	Org Code	Move Order Number	Move Order Line Number	[ ]	
C2473656			1	123555419		1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR		Picked	Not Applicable		*						FGI X	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	CAT			.	
81637521	82310310	12-FEB-2026 00:00:00	97	123555419	AGCO BRASIL SOLUCOES AGR LTDA	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	5434424	Staged/Pick Confirmed	Ship Confirm/Close Trip Stop			97	0				FGI X	1495083 : AVENIDA GUILHERME SCHELL-10260-CANOAS-RS-92420532-BR	CAT	70751353	23	.	
